,TransactionID,CustomerID,CustomerDOB,CustGender,CustLocation,CustAccountBalance,TransactionDate,TransactionTime,TransactionAmount (INR),Age
571420,T571421,C5538144,1980-01-21,M,PEORIA,6122.4,2016-08-27,06:49:55,2327.0,36
571693,T571694,C7814883,1984-01-15,M,SCARBOROUGH,6749.82,2016-08-22,13:21:48,4419.07,32
571970,T571971,C6618964,1980-09-07,M,MOMBASA,4875052.46,2016-08-22,18:17:16,3683.0,36
572258,T572259,C7836735,1984-09-13,M,SYDNEY,1216.29,2016-08-22,13:37:22,1790.0,32
572520,T572521,C4780164,1962-06-16,M,RUWI,78.92,2016-08-22,11:48:55,1800.0,54
572570,T572571,C7737282,1964-04-21,M,DOHA,17196.94,2016-08-22,17:29:33,1206.0,52
572766,T572767,C2517149,1986-03-16,M,ABU DHABI,610098.05,2016-08-22,18:32:48,5396.0,30
572815,T572816,C4521815,1962-11-11,M,MUSCAT,5820.81,2016-08-22,19:52:41,491.0,53
573546,T573547,C2633752,1978-06-20,M,SHARJAH,186506.1,2016-08-22,13:34:05,3300.0,38
574005,T574006,C2911347,1974-05-30,M,BUR DUBAI,3477979.6,2016-08-27,13:04:43,5190.0,42
574129,T574130,C7915737,1990-11-16,F,BEDFORD,455143.42,2016-08-22,17:37:35,1297.01,25
574150,T574151,C3936239,1986-05-23,M,ISLAMABAD,2866.4,2016-08-22,11:50:50,4876.95,30
574159,T574160,C2537239,1964-04-21,M,DOHA,17196.94,2016-08-22,16:38:37,600.0,52
574295,T574296,C5919466,1990-06-08,M,AL AIN,2668.0,2016-08-22,22:48:03,640.0,26
574907,T574908,C4136756,1979-03-30,M,PARRAMATTA,228342.08,2016-08-22,20:45:08,333.0,37
575070,T575071,C2621467,1989-11-05,M,FAHAHEL,9226.08,2016-08-22,18:56:13,300.0,26
575370,T575371,C5242412,1963-06-01,F,HENDERSON,230565.35,2016-08-27,11:58:32,3224.0,53
575739,T575740,C7380135,1962-06-16,M,RUWI,78.92,2016-08-22,11:50:40,1800.0,54
576356,T576357,C5942578,1984-08-01,M,PO BOX 250310 RIYADH,315231.71,2016-08-27,10:12:18,1000.0,32
576472,T576473,C7726458,1989-12-01,M,UAE,471.8,2016-08-22,17:53:32,7.11,26
576550,T576551,C8074135,1982-01-27,M,COVENTRY,251850.64,2016-08-27,11:31:16,297.0,34
576719,T576720,C7317280,1981-05-30,M,AUSTIN,291670.62,2016-08-22,19:01:55,23000.0,35
577153,T577154,C7125672,1976-11-29,M,DUBAI,91232.4,2016-08-27,12:34:36,2373.0,39
577412,T577413,C2423779,1958-08-01,M,FREMONT,402364.98,2016-08-27,11:30:19,5000.0,58
577486,T577487,C5013449,1956-07-07,M,SPRING HILL,105793.07,2016-08-27,12:37:00,8200.0,60
577543,T577544,C3691312,1987-02-27,F,DUBAI,85309.06,2016-08-22,20:21:14,1198.5,29
578573,T578574,C7125687,1976-11-29,M,DUBAI,91232.4,2016-08-27,12:55:36,290.0,39
578814,T578815,C2851657,1978-04-20,M,MILTON KEYNES,43113.77,2016-08-27,13:09:28,101781.0,38
578854,T578855,C2617191,1986-03-16,M,ABU DHABI,610098.05,2016-08-27,13:17:01,540.0,30
579355,T579356,C8329721,1984-07-25,M,UMM AL QUWAIN,110906.08,2016-08-27,16:45:06,220.0,32
579565,T579566,C3228838,1966-08-06,F,DUBAI,32189.33,2016-08-27,14:22:04,1669.0,50
579649,T579650,C3640523,1964-02-02,M,MESAIEED,5594793.64,2016-08-27,13:37:02,16332.0,52
579753,T579754,C1913627,1996-04-19,M,RIYADH,319972.78,2016-08-22,21:47:55,686.0,20
580095,T580096,C5825682,1976-11-29,M,DUBAI,91232.4,2016-08-27,14:49:42,3199.0,39
580151,T580152,C7118254,1974-11-28,M,RIYADH,453461.7,2016-08-27,13:21:00,4399.0,41
580391,T580392,C6425681,1976-11-29,M,DUBAI,91232.4,2016-08-27,14:28:21,4024.0,39
580569,T580570,C1642537,1953-03-01,F,STOCKPORT,215445.73,2016-08-22,21:51:53,3629.5,63
580653,T580654,C3525641,1976-11-29,M,DUBAI,91232.4,2016-08-27,11:49:20,5100.0,39
581163,T581164,C3025683,1976-11-29,M,DUBAI,91232.4,2016-08-22,21:27:14,407.0,39
581235,T581236,C2783341,1994-09-16,M,DUBAI,100219.1,2016-08-27,17:58:53,12417.0,22
581364,T581365,C3635749,1986-11-25,M,ABU DHABI,11707.28,2016-08-27,11:19:27,15000.0,29
581431,T581432,C6027419,1983-10-01,M,SINGAPORE,522.29,2016-08-27,11:35:25,2419.0,33
581689,T581690,C5651620,1978-04-20,M,MILTON KEYNES,43113.77,2016-08-27,15:11:17,104478.0,38
581810,T581811,C4019777,1975-07-16,M,CHESTER,234988.69,2016-08-23,14:48:59,1190.0,41
581896,T581897,C7280181,1962-06-16,M,RUWI,78.92,2016-08-23,15:20:34,314.0,54
581952,T581953,C8018279,1974-11-28,M,RIYADH,453461.7,2016-08-27,14:00:29,302.0,41
581965,T581966,C5628145,1965-06-16,M,DAR ES SALAAM,242377.78,2016-08-27,15:37:18,14050.0,51
582146,T582147,C6621833,1962-11-11,M,MUSCAT,5820.81,2016-08-23,16:32:55,305.0,53
582234,T582235,C7636751,1984-09-13,M,SYDNEY,1216.29,2016-08-23,15:49:05,4800.0,32
582236,T582237,C8521857,1962-11-11,M,MUSCAT,5820.81,2016-08-23,15:49:09,791.0,53
582341,T582342,C4714869,1978-05-16,M,MEMPHIS,913604.51,2016-08-22,20:09:30,549.0,38
582366,T582367,C2921824,1962-11-11,M,MUSCAT,5820.81,2016-08-23,16:36:53,200.0,53
582686,T582687,C1331427,1954-11-21,M,FONTENAY AUX ROSES,36206.7,2016-08-23,14:44:34,510.26,61
582794,T582795,C6015625,1991-11-24,M,FUJAIRAH,130968.23,2016-08-22,20:09:42,1380.0,24
582832,T582833,C1218250,1974-11-28,M,RIYADH,453461.7,2016-08-22,20:55:54,2451.0,41
583086,T583087,C2219732,1975-07-16,M,CHESTER,234988.69,2016-08-23,16:05:44,1636.0,41
583115,T583116,C6121817,1962-11-11,M,MUSCAT,5820.81,2016-08-23,16:28:37,928.0,53
583174,T583175,C6921977,1986-09-23,M,CLERMONT FERRAND,16792.18,2016-08-27,16:15:53,2162.0,30
583572,T583573,C2393789,1944-10-25,M,SINGAPORE,50713.16,2016-08-22,19:32:22,4247.0,72
583723,T583724,C1634320,1981-04-12,M,JERSEY CITY,198466.33,2016-08-27,16:09:47,800.0,35
583754,T583755,C8324780,1961-02-03,F,KUWAIT,10495835.7,2016-08-23,15:19:41,2799.0,55
585003,T585004,C8417940,1974-10-21,M,KUWAIT,1299871.45,2016-08-23,15:53:54,635.48,42
585083,T585084,C1134541,1978-06-10,M,SINGAPORE,20772.12,2016-08-22,21:18:43,3000.0,38
585105,T585106,C8128130,1965-06-16,M,DAR ES SALAAM,242377.78,2016-08-27,15:30:27,4448.0,51
585388,T585389,C3180172,1962-06-16,M,RUWI,78.92,2016-08-27,11:05:14,1094.0,54
585753,T585754,C1841288,1975-12-01,M,ILFORD,56437.81,2016-08-27,20:38:01,5746.0,40
585773,T585774,C4539227,1985-06-09,M,SYDNEY,5517.45,2016-08-27,22:54:02,110.0,31
586011,T586012,C6236721,1979-03-30,M,PARRAMATTA,228342.08,2016-08-23,17:51:59,3287.0,37
586459,T586460,C4117150,1986-03-16,M,ABU DHABI,610098.05,2016-08-27,16:16:13,15.0,30
586470,T586471,C2325090,1981-08-18,M,KUALA LUMPUR,2885.46,2016-08-26,00:13:51,2686.0,35
586490,T586491,C2438422,1971-05-29,M,DHAHRAN,277651.64,2016-08-25,13:36:48,1056.0,45
586497,T586498,C1227156,1987-09-09,M,PO BOX 33060 DUBAI DUBAI,300775.26,2016-08-25,10:34:13,133.36,29
586642,T586643,C1117058,1985-07-11,M,LAGOS,6489159.04,2016-08-26,12:48:54,8148.0,31
586864,T586865,C1480160,1962-06-16,M,RUWI,78.92,2016-08-23,15:06:53,418.0,54
587111,T587112,C1025776,1990-10-30,M,SINGAPORE,1174.45,2016-08-23,14:27:17,11.3,25
587271,T587272,C6740850,1976-05-20,M,KUWAIT CITY,217328.72,2016-08-25,13:09:44,750.0,40
587550,T587551,C1525354,1985-06-17,M,SINGAPORE,155029.17,2016-08-27,21:11:56,3230.0,31
587668,T587669,C5159938,1985-09-07,F,RIIHIMAKI,0.0,2016-08-22,22:02:58,10466.4,31
587705,T587706,C8313730,1969-01-17,M,JEDDAH,147357.6,2016-08-23,16:43:06,1570.0,47
587710,T587711,C1659963,1985-09-07,F,RIIHIMAKI,0.0,2016-08-22,21:58:36,10466.4,31
587749,T587750,C1682990,1981-11-01,M,SHARJAH,20934.66,2016-08-23,16:11:45,200.0,34
587939,T587940,C7032891,1988-01-15,M,DUBAI,137337.71,2016-08-23,15:53:25,86.58,28
588110,T588111,C2220815,1952-01-03,M,JIZAN,2883314.46,2016-08-25,12:53:51,500.6,64
588439,T588440,C1636271,1980-04-29,F,CHARLOTTE,458950.42,2016-08-27,22:31:20,2334.57,36
588455,T588456,C1422719,1988-12-30,M,ABU DHABI,329446.9,2016-08-27,20:58:39,8000.0,27
588512,T588513,C4219781,1975-07-16,M,CHESTER,234988.69,2016-08-23,15:37:25,2284.0,41
588944,T588945,C5721419,1989-11-05,M,FAHAHEL,9226.08,2016-08-26,02:54:57,1585.5,26
589127,T589128,C8391359,1987-02-27,F,DUBAI,85309.06,2016-08-22,19:51:59,925.0,29
589186,T589187,C8813720,1969-01-17,M,JEDDAH,147357.6,2016-08-27,21:07:05,20000.0,47
589264,T589265,C8516168,1986-06-01,M,SHARJAH,3206269.91,2016-08-26,00:17:15,4461.0,30
589435,T589436,C3640843,1976-05-20,M,KUWAIT CITY,217328.72,2016-08-22,20:23:45,362.0,40
589769,T589770,C8313739,1969-01-17,M,JEDDAH,147357.6,2016-08-23,14:49:01,2900.0,47
590192,T590193,C7532729,1979-04-07,F,RIYADH,15264.39,2016-08-25,13:11:23,3991.0,37
590221,T590222,C3017943,1974-10-21,M,KUWAIT,1299871.45,2016-08-27,21:03:29,350.0,42
590360,T590361,C4582780,1976-10-06,M,DUBAI,334191.05,2016-08-25,15:00:30,4226.96,40
590735,T590736,C3019491,1990-06-08,M,AL AIN,2668.0,2016-08-26,00:36:56,260.0,26
590892,T590893,C1519491,1990-06-08,M,AL AIN,2668.0,2016-08-26,00:40:42,120.0,26
591634,T591635,C4424017,1984-06-13,M,UAE,54062.86,2016-08-27,20:14:07,4097.0,32
591674,T591675,C8718950,1980-09-07,M,MOMBASA,4875052.46,2016-08-27,23:32:50,30.1,36
591862,T591863,C7234347,1988-10-21,F,OLDHAM,675196.67,2016-08-25,10:43:03,63.15,28
591883,T591884,C7624050,1984-06-13,M,UAE,54062.86,2016-08-27,21:37:08,600.0,32
591897,T591898,C1837175,1990-06-07,F,NAWALPARASI,10973.34,2016-08-26,16:49:19,108.0,26
591945,T591946,C5420883,1952-01-03,M,JIZAN,2883314.46,2016-08-27,19:36:15,8610.0,64
592486,T592487,C3829891,1981-03-15,M,WEST HARTFORD,154039.15,2016-08-27,20:18:25,691.0,35
592554,T592555,C4824932,1955-04-01,M,MUSCAT,5515892.51,2016-08-27,19:52:22,1427.71,61
592841,T592842,C4528440,1971-11-02,M,DUBAI,1701064.9,2016-08-25,13:17:50,7394.0,44
593211,T593212,C5220868,1985-03-14,M,FARMINGTON HILLS,38693.72,2016-08-26,15:39:14,2469.0,31
593932,T593933,C5840833,1976-05-20,M,KUWAIT CITY,217328.72,2016-08-25,14:11:50,799.0,40
594067,T594068,C4911032,1986-10-16,F,SHARJAH,85561.95,2016-08-26,15:01:29,895.0,30
594556,T594557,C8040044,1968-01-29,M,SOLIHULL,594095.66,2016-08-26,16:19:58,13151.0,48
594739,T594740,C5974980,1978-12-25,M,CROYDON,297770.76,2016-08-27,21:12:29,262.0,37
594801,T594802,C4818462,1984-03-02,M,KHOBAR,424507.79,2016-08-27,22:37:48,11.53,32
594878,T594879,C6129012,1970-07-10,M,MANAMA,32969.5,2016-08-26,18:27:53,1800.0,46
594929,T594930,C2434620,1986-11-25,M,LUTON,260109.56,2016-08-26,17:28:07,6493.0,29
595093,T595094,C3241227,1975-12-01,M,ILFORD,56437.81,2016-08-27,21:02:05,3504.0,40
595255,T595256,C1637432,1971-10-21,M,MAARSSEN,110577.61,2016-08-26,23:55:11,1738.21,45
595485,T595486,C7124062,1984-06-13,M,UAE,54062.86,2016-08-26,16:15:42,480.0,32
596151,T596152,C6526630,1983-02-03,M,WALTHAM,44530.22,2016-08-25,12:19:50,2850.0,33
596386,T596387,C3412929,1963-05-20,M,DUBAI,369069.82,2016-08-27,21:51:16,25.0,53
596806,T596807,C8121224,1987-05-05,F,LAGOS,546.14,2016-08-25,09:06:15,200.0,29
596905,T596906,C6313735,1969-01-17,M,JEDDAH,147357.6,2016-08-27,21:05:16,39700.0,47
597323,T597324,C7926315,1982-03-12,M,SUNNYVALE,41433.77,2016-08-26,23:28:49,2058.0,34
597513,T597514,C6811011,1986-10-16,F,SHARJAH,85561.95,2016-08-26,14:39:34,242.0,30
597533,T597534,C1013751,1969-01-17,M,JEDDAH,147357.6,2016-08-27,21:05:54,30000.0,47
597570,T597571,C5013753,1969-01-17,M,JEDDAH,147357.6,2016-08-26,18:32:04,3400.0,47
597818,T597819,C3227439,1983-10-01,M,SINGAPORE,522.29,2016-08-26,16:55:18,795.0,33
598281,T598282,C4513965,1989-07-02,M,DUBAI,31.8,2016-08-25,01:09:11,135.0,27
598479,T598480,C6274936,1978-12-25,M,CROYDON,297770.76,2016-08-26,21:50:16,2409.0,37
598604,T598605,C7433122,1985-10-03,M,DUBAI,2867416.76,2016-08-25,03:16:16,6934.0,31
598671,T598672,C1013788,1969-01-17,M,JEDDAH,147357.6,2016-08-27,21:04:55,39700.0,47
598747,T598748,C3734376,1988-10-21,F,OLDHAM,675196.67,2016-08-27,20:59:03,500.0,28
598816,T598817,C6029750,1984-07-25,M,UMM AL QUWAIN,110906.08,2016-08-26,23:27:17,1097.0,32
598952,T598953,C8013779,1969-01-17,M,JEDDAH,147357.6,2016-08-27,21:06:31,19700.0,47
599804,T599805,C8433148,1985-10-03,M,DUBAI,2867416.76,2016-08-25,03:06:45,3755.0,31
600223,T600224,C2326053,1989-08-21,M,DOHA,51732.07,2016-08-25,12:34:53,1014.0,27
600682,T600683,C7340326,1988-08-04,M,JUBAIL,487.03,2016-08-25,10:53:01,6700.0,28
600956,T600957,C7640377,1988-08-04,M,JUBAIL,487.03,2016-08-26,14:47:27,2432.0,28
601580,T601581,C4617214,1981-05-30,M,AUSTIN,291670.62,2016-08-25,10:30:38,1430.0,35
602197,T602198,C4327484,1983-10-01,M,SINGAPORE,522.29,2016-08-26,16:44:51,9396.0,33
602458,T602459,C7627477,1983-10-01,M,SINGAPORE,522.29,2016-08-26,15:51:40,3999.0,33
602909,T602910,C4027460,1983-10-01,M,SINGAPORE,522.29,2016-08-26,18:24:08,459.0,33
603048,T603049,C2567883,1986-12-04,M,DUBAI,14417.45,2016-08-25,00:37:49,65.0,29
603392,T603393,C8334675,1986-11-25,M,LUTON,260109.56,2016-08-26,17:38:09,3394.01,29
603785,T603786,C3031476,1954-11-21,M,FONTENAY AUX ROSES,36206.7,2016-08-26,18:38:32,1357.0,61
603948,T603949,C8420828,1985-03-14,M,FARMINGTON HILLS,38693.72,2016-08-26,16:18:15,3309.0,31
604542,T604543,C2340169,1983-02-02,M,DOHA,28.11,2016-08-25,09:44:46,13.73,33
604568,T604569,C7521342,1979-07-20,M,ARUSHA,20474.14,2016-08-25,09:48:16,1720.69,37
604647,T604648,C1393791,1944-10-25,M,SINGAPORE,50713.16,2016-08-26,15:38:04,3985.0,72
605333,T605334,C8217432,1977-10-18,M,BERGEN,435341.93,2016-08-26,17:09:17,1800.0,39
605493,T605494,C1325016,1979-03-26,M,RUWI,1815793.64,2016-08-26,18:55:06,25.0,37
605586,T605587,C3918335,1984-01-01,M,DOHA,5923.31,2016-08-26,18:54:57,251.0,32
605670,T605671,C6031542,1976-11-07,M,SYDNEY,27244.2,2016-08-26,15:56:56,999.0,39
606184,T606185,C1417130,1986-03-16,M,ABU DHABI,610098.05,2016-08-25,11:43:39,1799.0,30
606622,T606623,C3113629,1975-12-20,M,SINGAPORE,73569.19,2016-08-26,20:57:19,1018.0,40
606888,T606889,C8727435,1983-10-01,M,SINGAPORE,522.29,2016-08-26,18:16:03,1035.0,33
607096,T607097,C6428216,1971-01-08,M,DUBAI,211235.68,2016-08-26,13:21:48,78711.0,45
607255,T607256,C4027784,1986-10-11,M,BIETIGHEIM,1080483.17,2016-08-26,11:02:26,1000.0,30
607318,T607319,C3725032,1981-08-18,M,KUALA LUMPUR,2885.46,2016-08-26,11:15:17,250.0,35
607439,T607440,C8229060,1970-07-10,M,MANAMA,32969.5,2016-08-26,14:00:12,2686.0,46
607607,T607608,C6513786,1969-01-17,M,JEDDAH,147357.6,2016-08-25,12:58:26,7686.0,47
608589,T608590,C7737590,1980-04-26,M,ABU DHABI,463383.59,2016-08-25,10:37:21,1512.75,36
608931,T608932,C8831214,1973-12-17,F,BASINGSTOKE,6600.0,2016-08-26,11:33:38,6750.0,42
609507,T609508,C4938137,1980-01-21,M,PEORIA,6122.4,2016-08-26,08:35:19,2100.0,36
610116,T610117,C1511075,1986-10-16,F,SHARJAH,85561.95,2016-08-26,14:31:51,613.0,30
610477,T610478,C7224682,1974-11-15,M,DUBAI,1920089.96,2016-08-26,04:09:46,25.0,41
610637,T610638,C5426048,1989-08-21,M,DOHA,51732.07,2016-08-25,00:10:15,4132.0,27
610845,T610846,C8538460,1971-05-29,M,DHAHRAN,277651.64,2016-08-25,08:32:21,1000.0,45
611416,T611417,C3520814,1952-01-03,M,JIZAN,2883314.46,2016-08-26,10:47:31,1113.0,64
612343,T612344,C4130415,1992-01-25,M,SYDNEY,3686.42,2016-08-25,01:09:06,1000.0,24
612428,T612429,C2941292,1975-12-01,M,ILFORD,56437.81,2016-08-26,14:25:28,5735.0,40
612654,T612655,C1238147,1980-01-21,M,PEORIA,6122.4,2016-08-26,14:28:14,200.0,36
613160,T613161,C7716377,1979-04-25,M,CYPRESS,213178.05,2016-08-26,14:22:04,16854.0,37
613350,T613351,C1227412,1983-10-01,M,SINGAPORE,522.29,2016-08-26,13:03:54,2329.0,33
613351,T613352,C7029081,1970-07-10,M,MANAMA,32969.5,2016-08-26,13:18:58,260.0,46
613744,T613745,C2311065,1986-10-16,F,SHARJAH,85561.95,2016-08-26,23:27:45,550.0,30
614149,T614150,C7779089,1985-05-13,M,SYDNEY,35076.63,2016-08-26,10:53:37,618.0,31
614533,T614534,C5836717,1976-09-16,F,DUBAI,16615.32,2016-08-27,17:50:37,380.0,40
614923,T614924,C8640317,1988-08-04,M,JUBAIL,487.03,2016-08-26,11:42:36,15198.0,28
615058,T615059,C2424613,1974-11-15,M,DUBAI,1920089.96,2016-08-26,04:07:13,25.0,41
615560,T615561,C4935357,1981-04-25,M,BIRMINGHAM,31383.89,2016-08-27,18:29:51,1005.0,35
616121,T616122,C5127724,1986-10-11,M,BIETIGHEIM,1080483.17,2016-08-26,11:14:03,190.0,30
616300,T616301,C4130285,1958-05-25,M,373078374 PO BOX 48865 DUBAI,236455.16,2016-08-26,14:37:32,2770.0,58
616738,T616739,C5789233,1994-11-27,F,FLORIDA,1022943.64,2016-08-26,14:24:21,2133.03,21
617459,T617460,C1711720,1987-09-01,M,DOHA,54895.59,2016-08-22,22:57:52,239.0,29
617583,T617584,C5216185,1986-06-01,M,SHARJAH,3206269.91,2016-08-26,21:01:58,977.0,30
617600,T617601,C7019085,1989-03-27,M,SINGAPORE,589.09,2016-08-26,07:01:42,50.24,27
617737,T617738,C6941224,1975-12-01,M,ILFORD,56437.81,2016-08-26,12:53:44,4000.0,40
617789,T617790,C7413239,1956-05-14,M,ILFORD,1747549.12,2016-08-26,15:34:02,25.0,60
618014,T618015,C2940875,1976-05-20,M,KUWAIT CITY,217328.72,2016-08-25,18:09:10,336.0,40
618951,T618952,C1713283,1956-05-14,M,ILFORD,1747549.12,2016-08-26,13:07:03,25.0,60
618960,T618961,C7028123,1965-06-16,M,DAR ES SALAAM,242377.78,2016-08-22,23:06:56,658.0,51
619265,T619266,C6513727,1969-01-17,M,JEDDAH,147357.6,2016-08-25,16:55:13,1170.0,47
619271,T619272,C1212917,1975-12-03,M,MANAMA,2434692.07,2016-08-28,05:03:36,25.0,40
619754,T619755,C4125659,1976-11-29,M,DUBAI,91232.4,2016-08-25,18:16:17,795.0,39
619973,T619974,C3736273,1980-04-29,F,CHARLOTTE,458950.42,2016-08-25,15:55:48,3921.0,36
620052,T620053,C7615360,1988-09-24,M,DUBAI,40.19,2016-08-28,09:42:53,390.0,28
620125,T620126,C6936282,1986-05-23,M,ISLAMABAD,2866.4,2016-08-26,15:03:42,1600.0,30
620840,T620841,C4425039,1979-03-26,M,RUWI,1815793.64,2016-08-26,13:15:15,1313.19,37
620925,T620926,C4128162,1965-06-16,M,DAR ES SALAAM,242377.78,2016-08-25,18:33:13,1047.0,51
620953,T620954,C1328129,1965-06-16,M,DAR ES SALAAM,242377.78,2016-08-25,15:52:10,4522.0,51
621031,T621032,C1239962,1981-09-10,M,DUBAI,629987.72,2016-08-25,16:26:25,2148.0,35
622058,T622059,C4724730,1961-02-03,F,KUWAIT,10495835.7,2016-08-29,20:18:22,2570.0,55
622283,T622284,C3628188,1965-06-16,M,DAR ES SALAAM,242377.78,2016-08-25,17:17:44,1635.0,51
622297,T622298,C1630492,1992-01-25,M,SYDNEY,3686.42,2016-08-29,20:24:03,203.0,24
623277,T623278,C1517263,1981-05-30,M,AUSTIN,291670.62,2016-08-25,17:38:03,82.54,35
624558,T624559,C2440180,1983-02-02,M,DOHA,28.11,2016-08-25,15:35:44,14.97,33
625062,T625063,C4340844,1976-05-20,M,KUWAIT CITY,217328.72,2016-08-25,17:43:54,1584.0,40
625063,T625064,C8440812,1976-05-20,M,KUWAIT CITY,217328.72,2016-08-25,17:46:58,400.0,40
625291,T625292,C8227413,1983-10-01,M,SINGAPORE,522.29,2016-08-29,20:56:24,3519.0,33
625855,T625856,C8325687,1976-11-29,M,DUBAI,91232.4,2016-08-25,17:50:55,400.0,39
626250,T626251,C3838422,1971-05-29,M,DHAHRAN,277651.64,2016-08-29,15:39:45,1500.0,45
626582,T626583,C4322379,1989-11-07,F,MARSEILLE,46003.32,2016-08-29,14:11:13,899.0,26
627563,T627564,C2318222,1974-11-28,M,RIYADH,453461.7,2016-08-29,14:31:23,1030.0,41
628198,T628199,C6688635,1959-12-02,M,WRZESNIA,342979.61,2016-08-25,19:02:56,800.0,56
628516,T628517,C6136976,1988-02-14,M,HAYES,289226.06,2016-08-29,14:33:38,1659.0,28
628827,T628828,C4330474,1992-01-25,M,SYDNEY,3686.42,2016-08-25,17:32:38,469.0,24
629099,T629100,C8711313,1974-05-30,M,BUR DUBAI,3477979.6,2016-08-29,12:57:36,1000.0,42
629133,T629134,C3836887,1981-06-08,M,GLASGOW,9237.06,2016-08-29,18:56:50,150.0,35
629138,T629139,C4326684,1983-02-03,M,WALTHAM,44530.22,2016-08-29,13:46:23,8787.0,33
629147,T629148,C8441787,1976-02-27,M,BUDAPEST,728713.69,2016-08-29,14:20:38,8.95,40
629538,T629539,C7722327,1989-11-07,F,MARSEILLE,46003.32,2016-08-29,15:49:32,1847.0,26
629952,T629953,C5915090,1947-06-07,M,ORLANDO,19479.66,2016-08-29,17:14:32,2140.5,69
629993,T629994,C3841792,1976-02-27,M,BUDAPEST,728713.69,2016-08-29,09:21:02,35.99,40
630038,T630039,C8841781,1976-02-27,M,BUDAPEST,728713.69,2016-08-29,18:10:53,11.79,40
630374,T630375,C8121285,1987-05-05,F,LAGOS,546.14,2016-08-29,16:38:57,1775.0,29
630516,T630517,C8518243,1974-11-28,M,RIYADH,120382.52,2016-08-29,14:14:15,2495.0,41
631232,T631233,C4023720,1958-08-01,M,FREMONT,402364.98,2016-08-29,13:11:15,3695.0,58
631356,T631357,C2020853,1952-01-03,M,JIZAN,2883314.46,2016-08-29,17:24:32,5578.0,64
631400,T631401,C5317186,1986-03-16,M,ABU DHABI,610098.05,2016-08-29,11:54:07,774.0,30
632273,T632274,C6121229,1987-05-05,F,LAGOS,546.14,2016-08-29,21:06:25,100.0,29
632541,T632542,C4016385,1979-04-25,M,CYPRESS,213178.05,2016-08-29,16:42:26,23000.0,37
632758,T632759,C9037112,1990-06-07,F,NAWALPARASI,10973.34,2016-08-29,18:19:21,108.0,26
633842,T633843,C4340822,1976-05-20,M,KUWAIT CITY,217328.72,2016-08-29,17:22:41,38542.0,40
634153,T634154,C7813725,1990-06-04,M,SINGAPORE,451663.71,2016-08-29,20:10:01,50000.0,26
634234,T634235,C1420871,1952-01-03,M,JIZAN,2883314.46,2016-08-29,18:02:57,2100.0,64
634281,T634282,C1273336,1980-10-26,M,DOHA,1254827.88,2016-08-29,13:18:44,5603.0,36
634292,T634293,C5429046,1970-07-10,M,MANAMA,32969.5,2016-08-29,16:01:34,1004.0,46
634443,T634444,C3110026,1989-06-05,M,DUBAI,78730.02,2016-08-29,15:02:47,9.53,27
634744,T634745,C7911026,1976-07-26,M,ROOMFORD,215315.01,2016-08-29,13:21:27,117621.0,40
634834,T634835,C7934375,1981-04-12,M,JERSEY CITY,198466.33,2016-08-29,10:54:58,528.0,35
634899,T634900,C7819021,1980-06-22,M,GUILDERLAND,12759.75,2016-08-29,18:18:18,150.51,36
634904,T634905,C5131429,1954-11-21,M,FONTENAY AUX ROSES,36206.7,2016-08-29,18:31:27,1349.0,61
634932,T634933,C2413742,1990-06-04,M,SINGAPORE,451663.71,2016-08-29,20:08:09,50000.0,26
634940,T634941,C8625667,1976-11-29,M,DUBAI,91232.4,2016-08-29,20:46:55,466.0,39
635091,T635092,C4829052,1970-07-10,M,MANAMA,32969.5,2016-08-29,17:35:18,20500.0,46
635414,T635415,C6035324,1965-06-26,M,ABU DHABI,25601.5,2016-08-29,17:45:41,239.0,51
635964,T635965,C8980148,1962-06-16,M,RUWI,78.92,2016-08-29,10:50:37,800.0,54
636198,T636199,C1441736,1976-02-27,M,BUDAPEST,728713.69,2016-08-29,14:13:42,22.61,40
637031,T637032,C6944051,1968-07-30,M,SHARJAH,863740.39,2016-08-25,19:54:26,3714.0,48
637036,T637037,C1283354,1994-09-16,M,DUBAI,100219.1,2016-08-29,11:18:13,1350.0,22
637076,T637077,C4579778,1981-06-02,M,SINGAPORE,37055.13,2016-08-25,21:28:44,678.44,35
637096,T637097,C8724785,1971-08-24,M,ABU DHABI,2580.28,2016-08-25,19:58:38,140.0,45
637125,T637126,C6435713,1986-11-25,M,ABU DHABI,11707.28,2016-08-29,11:55:24,20000.0,29
637234,T637235,C4338144,1980-01-21,M,PEORIA,6122.4,2016-08-29,17:55:43,974.0,36
637839,T637840,C8324027,1984-06-13,M,UAE,54062.86,2016-08-29,17:38:50,1750.0,32
638767,T638768,C4225627,1976-11-29,M,DUBAI,91232.4,2016-08-29,17:58:55,500.0,39
638779,T638780,C2610060,1989-06-05,M,DUBAI,78730.02,2016-08-29,16:26:50,6.81,27
638818,T638819,C3833051,1957-10-15,F,NEW YORK,941328.61,2016-08-25,13:53:00,99.21,59
639374,T639375,C8330233,1958-05-25,M,373078374 PO BOX 48865 DUBAI,236455.16,2016-08-25,20:25:28,1385.0,58
639411,T639412,C2024070,1984-06-13,M,UAE,54062.86,2016-08-29,18:23:35,199.0,32
639506,T639507,C3517266,1981-05-30,M,AUSTIN,291670.62,2016-08-25,21:58:41,7256.0,35
640043,T640044,C5940384,1988-08-04,M,JUBAIL,487.03,2016-08-25,20:43:30,6000.0,28
